,listing_url,last_scraped,source,name,description,neighborhood_overview,picture_url,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,property_type,room_type,bathrooms_text,amenities,price,has_availability,calendar_last_scraped,first_review,last_review,license,instant_bookable,id,scrape_id,host_id,host_listings_count,host_total_listings_count,neighbourhood_group_cleansed,latitude,longitude,accommodates,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
755,https://www.airbnb.com/rooms/4055404,01/04/2023,city scrape,"Casa rural Can Mestrehuma,","Nos encontramos a pocos km de la zona volcánica de la Garrotxa, casa de gran privacidad y mucha tranquilidad ideal para familia o amigos. Estamos a. 8 km de Olot  , a 50 km de la Costa Brava, 50 de Girona  100 km de Barcelona, se alquila entera no por habitaciones<br /><br /><b>The space</b><br />Las personas que vienen en Mestrehuma  , intentamos que se encuentren como en sus casas, disfrutando de gran tranquilidad y privacidad, con un entorno ideal para pasar unos días magníficos  con mucho entorno natural y bonitas vistas.<br /><br /><b>Guest access</b><br />La casa dispone de 5 habitaciones ,2 baños y 1 aseo, cocina totalmente equipada, pizcina, barbacoa mucha zona verde, tofo exclusivo a la casa. No se comparte nada con nadie todo es exclusivo a la casa .<br /><br /><b>Other things to note</b><br />La casa se alquila Mínimo 2 noches  PG 000168 PG 000168<br /><br /><b>License number</b><br />PG-000168",sin registro,https://a0.muscache.com/pictures/0e4c0842-c353-4628-8dc8-1b13180850bb.jpg,https://www.airbnb.com/users/show/9830700,Fina,05/11/2013,sin registro,sin registro,within an hour,100%,25%,f,https://a0.muscache.com/im/users/9830700/profile_pic/1383676213/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/9830700/profile_pic/1383676213/original.jpg?aki_policy=profile_x_medium,sin registro,"['email', 'phone']",t,f,sin registro,La Vall d'en Bas,Entire home,Entire home/apt,2.5,"[""Free parking on premises"", ""Shampoo"", ""Host greets you"", ""First aid kit"", ""Pets allowed"", ""Hangers"", ""Heating"", ""Outdoor furniture"", ""TV"", ""Washer"", ""High chair"", ""Private pool"", ""Hot water"", ""Crib"", ""Hair dryer"", ""Kitchen"", ""Iron"", ""BBQ grill"", ""Outdoor dining area"", ""Essentials"", ""Wifi"", ""Fire extinguisher""]",$300.00,t,01/04/2023,13/06/2021,21/07/2022,PG-000168,f,4055404,20230300000000.0,9830700.0,2.0,2.0,,42.12381,2.46961,10.0,,2.3,4.4,2.0,30,2.0,2.0,30,30,2.0,30.0,,23,43,70,303,2.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,0.0,0.0,0.09
757,https://www.airbnb.com/rooms/4060278,01/04/2023,city scrape,El Jardí d'Alemanys 5,"Exclusive rental property with pool in the historical core of Girona<br /><br /><b>The space</b><br />Located in the heart of Girona's medieval quarter, inside the original city walls and overlooking Sant Domènec Square, is the property Alemanys 5, whose original building dates from the sixteenth century.<br /><br />Its recent restoration integrates old and new, with sober, clean lines that celebrate essential elements such as space, light, shade, fire, stone, water and silence.<br /><br />The house is available to be rented as a whole unit, but it also can be divided into two independent apartments that can be rented separately: ""El Badiu"" i ""El Jardí"".<br /><br />""El Jardí” (The Garden) is a 90 m2 flat that offers:<br /><br />two double bedrooms<br />a spacious bathroom<br />a large dining-living room with fully equipped kitchenette<br />a private sunny garden with swimming pool.<br />Its capacity is up to 4 people.<br /><br />Facilities also include: free WiFi broadband Internet acc",sin registro,https://a0.muscache.com/pictures/51043307/5dbf1822_original.jpg,https://www.airbnb.com/users/show/2561441,Joan Manuel,06/06/2012,"Barcelona, Spain",sin registro,within a few hours,86%,92%,f,https://a0.muscache.com/im/users/2561441/profile_pic/1420655098/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/2561441/profile_pic/1420655098/original.jpg?aki_policy=profile_x_medium,sin registro,"['email', 'phone']",t,t,sin registro,Girona,Entire rental unit,Entire home/apt,1.0,"[""Air conditioning"", ""Pack \u2019n play/Travel crib"", ""Refrigerator"", ""Private outdoor pool - available all year, infinity"", ""Shampoo"", ""Microwave"", ""First aid kit"", ""Elevator"", ""Garden view"", ""HDTV with Netflix, standard cable"", ""Hangers"", ""Dishes and silverware"", ""Bed linens"", ""Heating"", ""Backyard"", ""Private patio or balcony"", ""Washer"", ""Hot water"", ""Hair dryer"", ""Dedicated workspace"", ""Iron"", ""Kitchen"", ""Extra pillows and blankets"", ""Coffee maker"", ""Essentials"", ""Wifi"", ""Fire extinguisher""]",$325.00,t,01/04/2023,08/03/2015,07/09/2021,HUTG-000531,f,4060278,20230300000000.0,2561441.0,3.0,3.0,,41.98681,2.82741,4.0,,2.0,4.0,5.0,60,2.0,5.0,60,60,4.9,60.0,,10,21,28,234,14.0,0.0,0.0,4.93,5.0,4.93,5.0,5.0,5.0,4.93,3.0,3.0,0.0,0.0,0.14
759,https://www.airbnb.com/rooms/4060369,01/04/2023,city scrape,Alemanys 5,"Exclusive rental property with garden and pool in the historical core of Girona<br /><br /><b>The space</b><br />Located in the heart of Girona's medieval quarter, inside the original city walls and overlooking Sant Domènec Square, is the property Alemanys 5, whose original building dates from the sixteenth century.<br />Its recent restoration integrates old and new, with sober, clean lines that celebrate essential elements such as space, light, shade, fire, stone, water and silence.<br /><br />The house is available to be rented as a whole unit, but it also can be divided into two independent apartments that can be rented separately:<br /><br />""El Badiu"" (The Veranda) is a 180 m2 duplex comprising with a master suite and two children's suites, a fully equipped gourmet kitchen-dining space, spacious living room with fireplace and a spectacular sunny veranda terrace facing south, with exclusive views over the old quarter. It has capacity for is up to 6 people.<br /><br />""El Jardí” (Th","This historic property is located in the heart of Girona's medieval quarter, inside the original city walls and overlooking Sant Domènec Square. There's much to see just by wandering the streets, but there are also great restaurants and cafes nearby.",https://a0.muscache.com/pictures/51044492/1b273e0d_original.jpg,https://www.airbnb.com/users/show/2561441,Joan Manuel,06/06/2012,"Barcelona, Spain",sin registro,within a few hours,86%,92%,f,https://a0.muscache.com/im/users/2561441/profile_pic/1420655098/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/2561441/profile_pic/1420655098/original.jpg?aki_policy=profile_x_medium,sin registro,"['email', 'phone']",t,t,"Girona, Catalonia, Spain",Girona,Entire townhouse,Entire home/apt,4.5,"[""Air conditioning"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Pack \u2019n play/Travel crib"", ""Refrigerator"", ""Shampoo"", ""Microwave"", ""Host greets you"", ""Body soap"", ""First aid kit"", ""Elevator"", ""Garden view"", ""Luggage dropoff allowed"", ""Hammock"", ""Hangers"", ""Stove"", ""Dishes and silverware"", ""Bed linens"", ""Heating"", ""Cooking basics"", ""Smoke alarm"", ""Backyard"", ""Outdoor furniture"", ""Private patio or balcony"", ""Washer"", ""High chair"", ""Private pool"", ""Hot water"", ""City skyline view"", ""Indoor fireplace"", ""Oven"", ""Crib"", ""Hair dryer"", ""Dedicated workspace"", ""Iron"", ""Kitchen"", ""Dishwasher"", ""Dryer"", ""Extra pillows and blankets"", ""BBQ grill"", ""Outdoor dining area"", ""Coffee maker"", ""Paid parking on premises"", ""Essentials"", ""TV with standard cable"", ""Wifi"", ""Fire extinguisher"", ""Paid parking off premises""]",$675.00,t,01/04/2023,22/05/2017,13/06/2022,HUTG-000531,f,4060369,20230300000000.0,2561441.0,3.0,3.0,,41.98508,2.8274,10.0,,2.3,7.0,5.0,60,1.0,5.0,60,60,4.9,60.0,,2,7,10,184,8.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,0.0,0.0,0.11
786,https://www.airbnb.com/rooms/4156339,01/04/2023,city scrape,Exclusive luxury penthouse with view Calella Park,"Exclusive attic 120m2 apartment with sea view, newly renovated, with a balcony overlooking private park with pine trees. 25 m swimming pool and tennis. Parking included. Situated at 500m of center and beaches of Calella de Palafrugel, this luxury apartment is located in one of the most exclusive residence (Calella Park). It's composed of a big living room, one fully equipped kitchen, big terrace with outdoor salon, 3 bedrooms, 2 bathroom with shower. Central A/C and heating, optical fiber wifi<br /><br /><b>License number</b><br />HUTG-061190",Calella Park I,https://a0.muscache.com/pictures/miso/Hosting-4156339/original/ed7441eb-bde4-47ad-a07f-34210625a2e8.jpeg,https://www.airbnb.com/users/show/21567270,Alain,20/09/2014,"Collonge-Bellerive, Switzerland",sin registro,within a few hours,100%,100%,f,https://a0.muscache.com/im/pictures/user/510c1f5b-3df7-4917-9df4-a3ca2c4a8b7d.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/510c1f5b-3df7-4917-9df4-a3ca2c4a8b7d.jpg?aki_policy=profile_x_medium,sin registro,"['email', 'phone']",t,t,"Palafrugell, Catalunya, Spain",Palafrugell,Entire rental unit,Entire home/apt,2.0,"[""Free resort access"", ""Central air conditioning"", ""Microwave"", ""Indoor fireplace: gas"", ""Hangers"", ""Central heating"", ""Coffee maker: Nespresso"", ""Dishes and silverware"", ""Sea view"", ""Bed linens"", ""Toaster"", ""TV"", ""Sound system with Bluetooth and aux"", ""Private patio or balcony"", ""Washer"", ""Coffee"", ""Hair dryer"", ""Dedicated workspace"", ""Iron"", ""Kitchen"", ""Ethernet connection"", ""Freezer"", ""Dryer"", ""Dishwasher"", ""Pool"", ""Outdoor dining area"", ""Free parking garage on premises"", ""Essentials"", ""Ceiling fan"", ""Wifi""]",$320.00,t,01/04/2023,20/08/2022,14/09/2022,HUTG-061190,f,4156339,20230300000000.0,21567270.0,1.0,1.0,,41.88988,3.18109,6.0,,3.0,5.0,5.0,1125,5.0,7.0,1125,1125,5.5,1125.0,,0,0,0,50,4.0,4.0,0.0,4.75,5.0,4.75,5.0,5.0,4.75,5.0,1.0,1.0,0.0,0.0,0.53
788,https://www.airbnb.com/rooms/4758082,01/04/2023,city scrape,Charming 1920’s house. Nice views.,"Charming 1920’s house, completely remodeled. Large terrace and a huge garden. Confortable dining room , fully-equipped kitchen, 2 full bathrooms and 4 large rooms .Very quiet neighborhood. Excellent location<br />38 min by train to Barcelona .<br /><br /><b>The space</b><br />It is located just five minutes from either downtown or to the beautiful valley of St. Daniel. Its historical views, spaciousness of the rooms (all exterior-facing) as well as large garden suitable for walking, playing and relaxing—all bespeak true tranquility. Ideal for the perfect family vacation or romantic getaway.<br /><br /><b>Other things to note</b><br />We have a neighbor house with capacity for 8 guests.<br /><br /><b>License number</b><br />HUTG-012685","The is located just five minutes from either downtown or to the beautiful valley of St. Daniel Large terrace, grat views, balcony and a huge garden,suitable for walking, playing and relaxing—all bespeak true tranquility.Numerous bars, restaurants as well as supermarkets can be found in the surrounded street.",https://a0.muscache.com/pictures/59722484/df5ae09d_original.jpg,https://www.airbnb.com/users/show/15225755,Cristina,07/05/2014,"Girona, Spain","Pertenezco a una familia caracterizada por su hospitalidad y mente abierta. Interesados por el mar, la cultura, el deporte, la naturaleza, el senderismo,los viajes, la gastronomía y las tradiciones locales.
Soy oceanógrafa y debido a mi profesión he tenido la suerte de vivir en distintos países, permitiéndome conocer diferentes lenguas, culturas e idiosincrasias y a respetarlas.
Sed bienvenidos a nuestra casa y disfrutad del entorno más privilegiado de Girona.
",sin registro,sin registro,0%,f,https://a0.muscache.com/im/users/15225755/profile_pic/1399493522/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/15225755/profile_pic/1399493522/original.jpg?aki_policy=profile_x_medium,sin registro,"['email', 'phone']",t,t,"Girona, Catalunya, Spain",Girona,Entire home,Entire home/apt,2.0,"[""Hair dryer"", ""Kitchen"", ""Iron"", ""Luggage dropoff allowed"", ""Washer"", ""Free parking on premises"", ""High chair"", ""Hangers"", ""Stove"", ""Pack \u2019n play/Travel crib"", ""Heating"", ""Refrigerator"", ""Hot water"", ""Long term stays allowed"", ""Essentials"", ""Shampoo"", ""TV"", ""Host greets you"", ""Wifi"", ""First aid kit""]",$110.00,t,01/04/2023,23/02/2015,26/03/2018,HUTG-012685,f,4758082,20230300000000.0,15225755.0,2.0,2.0,,41.98801,2.82865,6.0,,3.0,4.0,2.0,1125,2.0,2.0,1125,1125,2.0,1125.0,,0,0,0,0,15.0,0.0,0.0,4.87,4.87,4.93,5.0,4.93,5.0,4.93,2.0,2.0,0.0,0.0,0.15
789,https://www.airbnb.com/rooms/5064630,01/04/2023,city scrape,Perfect place for beach holiday.,"Well maintained apartment on the beach and with sea view in Santa Margarita - Roses. It is located in front of the beach of Santa Margarita. From the vitrified terrace you have a beautiful sea view.<br /><br /><b>The space</b><br />Well maintained apartment on the beach and with sea view in Santa Margarita - Roses. Perfect place for beach holiday. <br />The apartment is on the 4th floor of the building Roses Holiday Centre on the northern Costa Brava in Roses - Santa Margarita. <br />It is located in front of the beach of Santa Margarita. From the vitrified terrace you have a beautiful sea view. <br />The apartment has a spacious living room with dining area, sleeping alcove with 2 single beds, and a separate bedroom with double bed. The kitchenette is equipped with a small fridge, a ceramic glass cooktop, oven and a filter coffee machine. Cutlery, crockery, pots and pans are also available. A bathroom with shower, a modern satellite TV and a washing machine complement the equipment. <",sin registro,https://a0.muscache.com/pictures/9035f48c-fc6a-4f1b-9fb9-7578ee761c91.jpg,https://www.airbnb.com/users/show/5091558,Petra,15/02/2013,"Roses, Spain","Seit 1987 lebe ich in Roses, meiner Wahlheimat. Ich liebe dieses Fleckchen Erde. In meiner Freizeit bewaffne ich mich oft mit unserem Hund Uma - eine Königspudeldame, die aber Hund sein darf,  und Fotoapparat und mache unsere Bucht ""unsicher"" :-), während meine Lebensgefährte Joan, gebürtiger ""Rosinc"" - so heissen die Bewohner aus Roses, mit dem Fahrrad unterwegs ist. Wir hoffen, Sie recht bald kennen zu lernen und wieder einen neuen ""Roses-Fan"" gewinnen zu können.",within a day,100%,84%,t,https://a0.muscache.com/im/pictures/user/617226ad-782d-42df-8a23-de74f5fe079a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/617226ad-782d-42df-8a23-de74f5fe079a.jpg?aki_policy=profile_x_medium,sin registro,"['email', 'phone']",t,t,sin registro,Roses,Entire condo,Entire home/apt,1.0,"[""Shared pool"", ""Refrigerator"", ""Beach view"", ""Microwave"", ""Host greets you"", ""Elevator"", ""Free street parking"", ""Pets allowed"", ""Hangers"", ""Dishes and silverware"", ""Toaster"", ""Cooking basics"", ""TV"", ""Washer"", ""Portable fans"", ""Pool view"", ""Ocean view"", ""Hot water"", ""Beach access"", ""Mini fridge"", ""Kitchen"", ""Dining table"", ""Coffee maker"", ""Clothing storage: closet"", ""Wifi"", ""Waterfront""]",$70.00,t,01/04/2023,15/08/2015,06/08/2022,HUTG-003684,f,5064630,20230300000000.0,5091558.0,2.6,3.4,,42.26163,3.151,4.0,,1.0,1.0,7.0,28,7.0,7.0,28,28,7.0,28.0,,27,40,56,100,14.0,4.0,0.0,4.79,4.93,5.0,5.0,5.0,5.0,4.93,2.5,1.9,0.0,0.0,0.15
798,https://www.airbnb.com/rooms/4176545,01/04/2023,city scrape,"PORT 8 Apartment in the urban centre, close to the beach","Apartment in the urban centre, close to the beach.<br /><br /><b>The space</b><br />This cosy apartment is located at the urban zone of the Port, of the coast and familiar village of Llançà, where you can do a lot of aquatic activities (Kayak, snorkel, sailing, fishing, windsurf, etc.) And mountain activities (hiking, the GR9, the Sant Jaume path, discover dolmens in the zone, visit the great monastery of Sant Pere de Rodes...)<br />This little village it’s between the Cap de Creus and the Albera, near to the fishing villages of Port de la Selva, Cadaqués and Colera, where you can discover their history and culture, their gastronomy and their magnificent landscapes of the Costa Brava.<br />Llançà it’s near Figueres too, where you will find restaurants, shops and the incredible Dali’s museum. Also you can visit the rustic village of Perelada and they amazing Casino, and the little villages of the Alt Empordà whit their famous vineyards with D.O Empordà.<br />This fantastic apartment it’","This cosy apartment is located at the urban zone of the Port, of the coast and familiar village of Llançà where you can do a lot of aquatic activities (Kayak, snorkel, sailing, fishing, windsurf, etc.) And mountain activities (hiking, the GR9, the Sant Jaume path, discover dolmens in the zone, visit the great monastery of Sant Pere de Rodes...)<br /><br />This little village it's between the Cap de Creus and the Albera, near to the fishing villages of Port de la Selva, Cadaquès and Colera, where you can discover their history and culture, their gastronomy and their magnificent landscapes of the Costa Brava.<br /><br />Llançà it's near Figueres too, where you will find restaurants, shops and the incredible Dali's museum.  Also you can visit the rustic village of Perelada and they amazing Casino, and the little villages of the Alt Empordà whit their famous vineyards with D.O Empordà.<br /><br />This fantastic apartment it's in the urban centre near the Port beach, the promenade and the P",https://a0.muscache.com/pictures/prohost-api/Hosting-4176545/original/866e0037-ddbc-4308-aa7d-e130726876ff.jpeg,https://www.airbnb.com/users/show/21668566,Finques,23/09/2014,"Catalonia, Spain","Somos una agencia inmobiliaria con mas de 50 años de experiencia en el sector turístico y especializados en alquiler vacacional. Nuestro objetivo es claro: que cada cliente se sienta como en su propia casa! Ofrecemos una atención personalizada y profesional, capaz de gestionar cualquier incidencia en el menor tiempo posible. Lejos de las inmobiliarias totalmente impersonales, nuestro trato y proximidad son nuestras señas de identidad. Esperamos conocerte y poderte ayudar en tus próximas vacaciones!",within an hour,100%,100%,f,https://a0.muscache.com/im/users/21668566/profile_pic/1411460212/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/21668566/profile_pic/1411460212/original.jpg?aki_policy=profile_x_medium,sin registro,"['email', 'phone']",t,t,"Llançà, Spain",Llançà,Entire rental unit,Entire home/apt,2.0,"[""Kitchen"", ""Oven"", ""Ethernet connection"", ""Washer"", ""Pets allowed"", ""Hangers"", ""Coffee maker"", ""Dishes and silverware"", ""Refrigerator"", ""Smoking allowed"", ""Essentials"", ""TV"", ""Microwave"", ""Wifi""]",$81.00,t,01/04/2023,13/08/2016,13/08/2016,HUTG-000698,t,4176545,20230300000000.0,21668566.0,2.6,3.4,,42.36937,3.1618,6.0,,3.0,5.0,7.0,1125,1.0,7.0,1125,1125,5.5,1125.0,,0,4,34,176,1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.5,1.9,0.0,0.0,0.01
801,https://www.airbnb.com/rooms/4178807,01/04/2023,city scrape,PORT 9 Cosy apartment with terrace close to the beach,"Cosy apartment with terrace close to the beach.<br /><br /><b>The space</b><br />This cosy apartment is located at the urban zone of the Port, of the coast and familiar village of Llançà, where you can do a lot of aquatic activities (Kayak, snorkel, sailing, fishing, windsurf, etc.) And mountain activities (hiking, the GR9, the Sant Jaume path, discover dolmens in the zone, visit the great monastery of Sant Pere de Rodes...)<br />This little village it’s between the Cap de Creus and the Albera, near to the fishing villages of Port de la Selva, Cadaqués and Colera, where you can discover their history and culture, their gastronomy and their magnificent landscapes of the Costa Brava.<br />Llançà it’s near Figueres too, where you will find restaurants, shops and the incredible Dali’s museum. Also you can visit the rustic village of Perelada and they amazing Casino, and the little villages of the Alt Empordà whit their famous vineyards with D.O Empordà.<br />This fantastic apartment it’s i","This cosy apartment is located at the urban zone of the Port, of the coast and familiar village of Llançà;, where you can do a lot of aquatic activities (Kayak, snorkel, sailing, fishing, windsurf, etc.) And mountain activities (hiking, the GR9, the Sant Jaume path, discover dolmens in the zone, visit the great monastery of Sant Pere de Rodes...)<br /><br />This little village it's between the Cap de Creus and the Albera, near to the fishing villages of Port de la Selva, Cadaquès and Colera, where you can discover their history and culture, their gastronomy and their magnificent landscapes of the Costa Brava.<br /><br />Llançà it's near Figueres too, where you will find restaurants, shops and the incredible Dali's museum.  Also you can visit the rustic village of Perelada and they amazing Casino, and the little villages of the Alt Empordà whit their famous vineyards with D.O Empordà.<br /><br />This fantastic apartment it's in the urban centre near the Port's beach, the promenade and t",https://a0.muscache.com/pictures/prohost-api/Hosting-4178807/original/bb6e9612-6f28-4539-b32d-76224ba91a6b.jpeg,https://www.airbnb.com/users/show/21668566,Finques,23/09/2014,"Catalonia, Spain","Somos una agencia inmobiliaria con mas de 50 años de experiencia en el sector turístico y especializados en alquiler vacacional. Nuestro objetivo es claro: que cada cliente se sienta como en su propia casa! Ofrecemos una atención personalizada y profesional, capaz de gestionar cualquier incidencia en el menor tiempo posible. Lejos de las inmobiliarias totalmente impersonales, nuestro trato y proximidad son nuestras señas de identidad. Esperamos conocerte y poderte ayudar en tus próximas vacaciones!",within an hour,100%,100%,f,https://a0.muscache.com/im/users/21668566/profile_pic/1411460212/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/21668566/profile_pic/1411460212/original.jpg?aki_policy=profile_x_medium,sin registro,"['email', 'phone']",t,t,"Llançà, Spain",Llançà,Entire rental unit,Entire home/apt,1.0,"[""Kitchen"", ""Iron"", ""Oven"", ""Ethernet connection"", ""Washer"", ""Bathtub"", ""Pets allowed"", ""Hangers"", ""Coffee maker"", ""Dishes and silverware"", ""Patio or balcony"", ""Refrigerator"", ""Smoking allowed"", ""Essentials"", ""TV"", ""Microwave"", ""Wifi""]",$81.00,t,01/04/2023,02/07/2022,02/07/2022,HUTG-000698,t,4178807,20230300000000.0,21668566.0,2.6,3.4,,42.36898,3.16265,5.0,,2.0,4.0,7.0,1125,1.0,7.0,1125,1125,5.5,1125.0,,0,0,27,113,1.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.5,1.9,0.0,0.0,0.11
811,https://www.airbnb.com/rooms/4807291,31/03/2023,city scrape,Comfortable Apartment Private Bathroom - Verd,"Rural Apartments in the heart of the Ampurdan, quiet and family atmosphere.<br /><br /><b>The space</b><br />Apartment for maximum 4 people. Ground floor, with private terrace and outdoor furniture.<br />It has free Wi-Fi, air conditioning, heating and a living room with a fireplace and flat-screen satellite TV.<br /><br />The kitchen is equipped with an oven, Nespresso coffee machine, dishwasher and other utensils. Apartment with a double bedroom, a bedroom with 2 single beds and a private bathroom with shower. Towels and bed linen are included.<br /><br /><b>License number</b><br />PG-650074","Mas Vermell is located in the small town of Fontanilles, a 15-minute drive from the Mediterranean coast. It has a shared pool with sun loungers and a terrace with barbecue facilities.<br /><br />The apartments are located in a traditional Catalan farmhouse built in the seventeenth century and subsequently renovated. All have free Wi-Fi, air conditioning and heating, and some have a private terrace.",https://a0.muscache.com/pictures/94a8cbc0-6ac4-4d04-846f-6320c1809056.jpg,https://www.airbnb.com/users/show/24616831,Maria Carmen,08/12/2014,"Catalonia, Spain","Estic casada i tinc quatre fills, 
Visc i treballo en el camp, amb la natura i m'encantan els petits moments que amb dona.",within an hour,100%,100%,f,https://a0.muscache.com/im/users/24616831/profile_pic/1418333796/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/24616831/profile_pic/1418333796/original.jpg?aki_policy=profile_x_medium,sin registro,"['email', 'phone']",t,t,"Fontanilles, Catalonia, Spain",Fontanilles,Entire rental unit,Entire home/apt,1.0,"[""Air conditioning"", ""Free parking on premises"", ""Pack \u2019n play/Travel crib"", ""Refrigerator"", ""Microwave"", ""Baby bath"", ""Private entrance"", ""Hangers"", ""Children\u2019s books and toys"", ""Room-darkening shades"", ""Dishes and silverware"", ""Bed linens"", ""Babysitter recommendations"", ""Heating"", ""Cooking basics"", ""Backyard"", ""Washer"", ""High chair"", ""Indoor fireplace"", ""Oven"", ""Hair dryer"", ""Kitchen"", ""Iron"", ""Pool"", ""Dishwasher"", ""Coffee maker"", ""Patio or balcony"", ""Smoking allowed"", ""Essentials"", ""TV with standard cable"", ""Wifi"", ""Fire extinguisher""]",$172.00,t,31/03/2023,11/01/2023,11/01/2023,PG-650074,t,4807291,20230300000000.0,24616831.0,5.0,7.0,,42.01066,3.10554,4.0,,2.0,3.0,1.0,20,1.0,7.0,999,999,4.1,999.0,,6,6,19,92,1.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,0.0,0.0,0.37
813,https://www.airbnb.com/rooms/4807327,01/04/2023,city scrape,Apartment-Private Bathroom-Garden View - Vermell,"Rural Apartments in the heart of the Ampurdan, quiet and family atmosphere.<br /><br /><b>The space</b><br />Apartment for maximum 3 people. First floor duplex style. Access by shared terrace with another apartment.<br /><br />The apartment has 2 double bedrooms and a private bathroom with shower. Towels and bed linen are included. There is a washing machine in the laundry room, shared with another apartment.<br /><br />The apartment has: flat screen TV, air conditioning, free Wi-Fi, heating, seating area with fireplace, DVD player and free WIFI. The kitchen is equipped with a hob, microwave, refrigerator, nespresso machine and other accessories.<br /><br /><b>License number</b><br />PG-400064","Mas Vermell is located in the small town of Fontanilles, a 15-minute drive from the Mediterranean coast. It has a shared pool with sun loungers and a terrace with barbecue facilities.<br /><br />The apartments are located in a traditional Catalan farmhouse built in the seventeenth century and subsequently renovated. All have free Wi-Fi, air conditioning and heating, and some have a private terrace.",https://a0.muscache.com/pictures/fcdf02dd-8c83-4702-81ed-b44dfd4b8fec.jpg,https://www.airbnb.com/users/show/24616831,Maria Carmen,08/12/2014,"Catalonia, Spain","Estic casada i tinc quatre fills, 
Visc i treballo en el camp, amb la natura i m'encantan els petits moments que amb dona.",within an hour,100%,100%,f,https://a0.muscache.com/im/users/24616831/profile_pic/1418333796/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/24616831/profile_pic/1418333796/original.jpg?aki_policy=profile_x_medium,sin registro,"['email', 'phone']",t,t,"Fontanilles, Catalonia, Spain",Fontanilles,Private room in rental unit,Private room,1.0,"[""Air conditioning"", ""Free parking on premises"", ""Pack \u2019n play/Travel crib"", ""Private living room"", ""Refrigerator"", ""Microwave"", ""Hangers"", ""Children\u2019s books and toys"", ""Room-darkening shades"", ""Dishes and silverware"", ""Bed linens"", ""Babysitter recommendations"", ""Heating"", ""Cooking basics"", ""Backyard"", ""Washer"", ""High chair"", ""Indoor fireplace"", ""Oven"", ""Hair dryer"", ""Kitchen"", ""Iron"", ""Pool"", ""Extra pillows and blankets"", ""Coffee maker"", ""Patio or balcony"", ""Smoking allowed"", ""Essentials"", ""TV with standard cable"", ""Wifi"", ""Fire extinguisher""]",$130.00,t,01/04/2023,02/07/2019,29/12/2019,PG-400064,t,4807327,20230300000000.0,24616831.0,5.0,7.0,,42.00948,3.1054,3.0,,2.0,2.0,1.0,20,1.0,8.0,999,999,4.1,999.0,,6,22,32,125,2.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,0.0,0.0,0.04
